date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/mï¿?,PAR (ï¿½mol/mï¿?s),max. PAR (ï¿½mol/mï¿?s),Tlog (degC),OT
2020/6/9 1:10,988.8,10.93,285,7.29,78.2,13.08,10.23,2.85,6.46,10.35,1207.8,0.46,0.89,111.2,0,0,0,0,0,21.53,453.6
2020/6/9 1:20,988.85,10.86,284.92,7.29,78.55,13.02,10.23,2.79,6.46,10.34,1208.16,0.42,0.59,189.9,0,0,0,0,0,21.42,459.1
2020/6/9 1:30,988.89,10.83,284.89,7.28,78.65,13,10.22,2.77,6.45,10.34,1208.34,0.65,0.96,172.1,0,0,0,0,0,21.34,459.9
2020/6/9 1:40,988.92,10.62,284.68,7.25,79.58,12.81,10.2,2.62,6.44,10.31,1209.28,0.63,1.2,35.75,0,0,0,0,0,21.29,462.1
2020/6/9 1:50,988.88,10.59,284.65,7.33,80.2,12.79,10.26,2.53,6.48,10.37,1209.33,0.77,1.31,211.6,0,0,0,0,0,21.25,463.4
2020/6/9 2:00,988.83,10.43,284.49,7.41,81.5,12.65,10.31,2.34,6.51,10.43,1209.93,0.59,1.05,203.4,0,0,0,0,0,21.21,467.7
2020/6/9 2:10,988.8,10.4,284.46,7.34,81.3,12.63,10.27,2.36,6.48,10.38,1210.04,0.57,0.76,217.2,0,0,0,0,0,21.17,464.9
2020/6/9 2:20,988.78,10.45,284.52,7.41,81.4,12.67,10.31,2.36,6.51,10.43,1209.78,0.67,0.89,219.7,0,0,0,0,0,21.13,463.9
2020/6/9 2:30,988.7,10.48,284.55,7.15,79.79,12.7,10.13,2.57,6.4,10.25,1209.64,0.5,0.76,180,0,0,0,0,0,21.09,458.1
2020/6/9 2:40,988.69,10.51,284.58,7.47,81.4,12.72,10.35,2.37,6.54,10.47,1209.39,0.32,0.79,168.1,0,0,0,0,0,21.06,468.6
2020/6/9 2:50,988.67,10.43,284.51,7.44,81.7,12.65,10.34,2.32,6.53,10.46,1209.72,0.75,1.4,214.7,0,0,0,0,0,21.03,471.1
2020/6/9 3:00,988.65,10.2,284.28,7.57,83.7,12.46,10.43,2.03,6.59,10.55,1210.63,1.12,1.39,213.4,0,0,0,0,0,21.01,477
2020/6/9 3:10,988.57,10.1,284.18,7.73,85.2,12.38,10.54,1.83,6.66,10.67,1210.91,0.61,1.08,203.5,0,0,0,0,0,20.98,478
2020/6/9 3:20,988.48,10.18,284.27,7.85,85.4,12.44,10.63,1.82,6.71,10.75,1210.42,0.45,0.97,179.5,0,0,0,0,0,20.95,478.6
2020/6/9 3:30,988.44,10.2,284.29,7.9,85.6,12.46,10.67,1.79,6.74,10.79,1210.27,0.52,0.82,193,0,0,0,0,0,20.92,480.3
2020/6/9 3:40,988.42,10.19,284.29,7.92,85.8,12.45,10.68,1.77,6.75,10.81,1210.28,0.37,0.73,207.2,0,0,0,0,0,20.89,481.4
2020/6/9 3:50,988.42,10.28,284.38,8.01,85.8,12.53,10.75,1.78,6.79,10.87,1209.86,0.37,0.66,188.9,0,0,0,1.79,2.93,20.87,484.8
2020/6/9 4:00,988.47,10.22,284.31,7.99,86,12.48,10.73,1.75,6.78,10.85,1210.19,0.34,0.68,344.7,0,0,1.76,4.75,6.77,20.84,483.5
2020/6/9 4:10,988.6,10.36,284.44,7.97,85.1,12.59,10.72,1.88,6.77,10.84,1209.76,0.46,0.92,156.4,0,0,3.09,7.93,9.08,20.81,481.9
2020/6/9 4:20,988.64,10.29,284.37,8.01,85.7,12.54,10.74,1.79,6.79,10.87,1210.09,0.71,1,233.3,0,0,5.76,12.46,15.63,20.79,485.1
2020/6/9 4:30,988.68,10.4,284.47,7.91,84.5,12.63,10.67,1.96,6.74,10.79,1209.71,0.36,0.63,212.2,0,0,9.53,18.99,22.02,20.77,475.9
2020/6/9 4:40,988.75,10.48,284.55,7.85,83.7,12.7,10.63,2.07,6.71,10.75,1209.47,0.31,0.61,254.2,0,0,13.61,26.7,29.86,20.78,473
2020/6/9 4:50,988.72,10.55,284.62,7.58,81.8,12.75,10.43,2.32,6.59,10.55,1209.22,0.27,0.49,298.7,0,0,22.63,44.94,53.88,20.8,462
2020/6/9 5:00,988.74,10.67,284.74,7.73,82,12.86,10.54,2.31,6.66,10.66,1208.69,0.7,1.02,43.75,0,0,26.24,53.08,58.07,20.83,465.6
2020/6/9 5:10,988.77,10.64,284.71,8.11,84.3,12.83,10.82,2.01,6.83,10.94,1208.72,0.7,1.03,15.27,0,0,35.73,72.33,83.53,20.86,480.7
2020/6/9 5:20,988.83,10.77,284.83,8.29,84.6,12.94,10.95,1.99,6.92,11.07,1208.18,0.33,0.67,302.7,0,0,43.85,89.06,93.28,20.89,486.5
2020/6/9 5:30,988.85,10.84,284.9,8.42,85,13,11.05,1.95,6.98,11.18,1207.86,0.37,0.76,217.7,0,0,55.76,113.2,132.79,20.92,488.6
2020/6/9 5:40,988.94,10.93,284.99,8.5,84.9,13.08,11.11,1.98,7.02,11.23,1207.56,0.53,0.82,197,0,0,68.87,139.64,144.82,20.99,489.4
2020/6/9 5:50,989.05,11,285.05,8.25,83.1,13.14,10.92,2.22,6.9,11.04,1207.49,0.68,1.11,219.6,0,0,58.94,118.99,140.77,21.08,485.7
2020/6/9 6:00,988.99,11.08,285.13,8.49,84,13.21,11.1,2.11,7.01,11.22,1206.99,1.16,2.02,319.9,0,0,44.06,89.85,102.15,21.2,478.7
2020/6/9 6:10,988.92,11.57,285.63,8.47,81.2,13.65,11.08,2.57,7,11.21,1204.84,1.34,1.9,340.8,0,0,53.68,110.44,118.53,21.3,472.4
2020/6/9 6:20,989.04,11.73,285.78,8.75,81.9,13.8,11.3,2.5,7.14,11.42,1204.21,0.75,1.3,50.38,0,0,61.91,129.65,157.62,21.35,480.9
2020/6/9 6:30,989.11,11.67,285.71,8.65,81.7,13.74,11.23,2.51,7.09,11.35,1204.58,0.72,1.04,220.1,0,0,79.84,165.58,174.84,21.39,482.7
2020/6/9 6:40,989.17,11.7,285.74,8.83,82.5,13.77,11.36,2.41,7.17,11.48,1204.47,0.43,0.95,226.7,0,0,66.15,136.85,148.95,21.48,482.8
2020/6/9 6:50,989.19,11.99,286.03,9.04,82.1,14.03,11.52,2.51,7.28,11.65,1203.19,0.3,0.43,19.63,0,0,69.12,143.04,150.9,21.61,478.7
2020/6/9 7:00,989.2,12.19,286.23,8.72,79.32,14.22,11.28,2.94,7.12,11.4,1202.47,0.52,0.74,33.4,0,0,79.48,163.75,192.82,21.76,475.9
2020/6/9 7:10,989.22,12.43,286.47,9.12,80.2,14.45,11.59,2.86,7.32,11.71,1201.34,0.4,0.75,209.5,0,0,117.5,242.06,289.77,21.92,484.5
2020/6/9 7:20,989.27,12.65,286.68,9.28,79.9,14.66,11.71,2.95,7.4,11.84,1200.42,0.48,1.05,49.02,0,0,143.74,293.64,298.79,22.09,483.8
2020/6/9 7:30,989.35,12.74,286.77,9.21,79.05,14.74,11.66,3.09,7.36,11.78,1200.17,1.12,1.55,31.61,0,0,145.47,296.53,308.43,22.3,477.6
2020/6/9 7:40,989.36,12.88,286.91,9.3,78.84,14.88,11.73,3.15,7.41,11.86,1199.56,0.85,1.29,50.57,0,0,151.97,309.73,312.83,22.5,481.1
2020/6/9 7:50,989.38,13.07,287.1,9.18,77.19,15.07,11.63,3.44,7.34,11.76,1198.83,0.71,1.27,71.27,0,0,158.18,323.71,333.15,22.68,482.6
2020/6/9 8:00,989.36,13.28,287.31,9.16,76.04,15.28,11.62,3.66,7.33,11.74,1197.93,0.75,1.14,48.61,0,0,164.28,337.37,339.08,22.87,473.9
2020/6/9 8:10,989.35,13.41,287.44,9.22,75.7,15.41,11.66,3.74,7.36,11.79,1197.36,1.03,1.93,53.75,0,0,163.67,336.25,339.1,23.08,469.6
2020/6/9 8:20,989.36,13.57,287.6,8.94,73.54,15.57,11.45,4.12,7.23,11.57,1196.8,1.28,2.17,58.59,0,0,165.04,339.07,347,23.27,451
2020/6/9 8:30,989.43,13.75,287.77,8.86,72.26,15.75,11.38,4.37,7.19,11.5,1196.16,1.49,2.34,54.4,0,0,170.03,348.86,355.4,23.45,441
2020/6/9 8:40,989.48,13.79,287.81,9.02,72.86,15.79,11.51,4.29,7.26,11.63,1196,1.3,2.39,60.14,0,0,183.85,377.79,409.69,23.61,440.1
2020/6/9 8:50,989.52,13.77,287.79,9.13,73.5,15.77,11.59,4.18,7.32,11.71,1196.09,1.6,2.09,40.38,0,0,226.72,465.12,542.14,23.75,442.1
2020/6/9 9:00,989.48,13.94,287.96,9.37,73.92,15.95,11.79,4.16,7.44,11.91,1195.25,1.28,2.08,29.59,0,0,264.19,539.35,550.49,23.89,442.8
2020/6/9 9:10,989.47,14.24,288.26,9.37,72.47,16.26,11.78,4.48,7.44,11.91,1193.99,1.75,2.9,32.54,0,0,288.74,587.17,611.3,24.05,438.7
2020/6/9 9:20,989.46,14.41,288.43,9.45,72.07,16.44,11.85,4.59,7.48,11.97,1193.24,1.23,2.33,29.24,0,0,308.39,626.95,640.99,24.23,437.4
2020/6/9 9:30,989.5,14.62,288.64,9.41,70.88,16.66,11.81,4.85,7.46,11.94,1192.44,2.04,2.98,49.91,0,0,319.21,646.35,666.35,24.45,435.8
2020/6/9 9:40,989.54,14.7,288.72,9.45,70.73,16.75,11.85,4.9,7.48,11.97,1192.14,2.02,2.93,65.38,0,0,289.76,586.48,600.24,24.7,432.1
2020/6/9 9:50,989.6,14.58,288.59,9.41,71.07,16.62,11.81,4.81,7.46,11.94,1192.72,2.27,3.02,79.9,0,0,295.89,599.9,616.11,24.92,428.1
2020/6/9 10:00,989.64,14.62,288.63,9.41,70.88,16.66,11.81,4.85,7.46,11.94,1192.6,2.22,3.06,69.41,0,0,302.51,612.39,658.51,25.11,425.6
2020/6/9 10:10,989.64,14.95,288.96,9.41,69.43,17.02,11.82,5.2,7.46,11.94,1191.24,2.27,3.48,49.6,0,0,340.47,686.99,703.63,25.27,424.5
2020/6/9 10:20,989.64,15.29,289.3,9.39,67.81,17.4,11.8,5.6,7.45,11.92,1189.84,1.93,3.25,44.09,0,0,337.5,684.04,695.73,25.43,423.9
2020/6/9 10:30,989.68,15.46,289.47,9.11,65.84,17.59,11.58,6.01,7.31,11.7,1189.29,2.88,4.38,38.97,0,0,317.18,643.8,682.19,25.62,423.6
2020/6/9 10:40,989.63,15.46,289.47,9.05,65.57,17.59,11.53,6.06,7.28,11.66,1189.25,3.02,4.79,37.45,0,0,318.25,646.03,667.02,25.77,422.3
2020/6/9 10:50,989.53,15.59,289.61,8.98,64.69,17.74,11.47,6.26,7.24,11.6,1188.62,3.59,4.8,33.65,0,0,353.63,710.79,756.89,25.84,421
2020/6/9 11:00,989.48,15.84,289.87,9.1,64.19,18.02,11.57,6.45,7.31,11.69,1187.49,3.17,4.85,24.96,0,0,433.88,871.28,964.1,25.87,420.2
2020/6/9 11:10,989.46,16.2,290.23,9.2,63.17,18.44,11.65,6.79,7.36,11.78,1185.95,2.75,4.66,25.61,0,0,519.71,1042.92,1092.11,25.92,419.5
2020/6/9 11:20,989.5,16.5,290.53,9.1,61.53,18.8,11.57,7.23,7.3,11.69,1184.81,3.29,4.38,46.35,0,0,556.47,1113.73,1138.75,26.06,419.2
2020/6/9 11:30,989.56,16.97,290.99,9.02,59.43,19.37,11.51,7.86,7.27,11.63,1182.99,2.62,5,45.75,0,0,549.29,1092.42,1117.63,26.3,417.2
2020/6/9 11:40,989.52,17.31,291.34,9.02,58.16,19.79,11.51,8.28,7.27,11.63,1181.55,2.85,4.36,37.45,0,0,630.6,1260.42,1317.06,26.62,415.7
2020/6/9 11:50,989.45,17.61,291.64,9.21,57.8,20.17,11.66,8.51,7.36,11.78,1180.18,2.55,4.92,29.91,0,0,730.4,1465.87,1624.55,27.02,413.6
2020/6/9 12:00,989.43,18.06,292.1,9.18,56.08,20.75,11.64,9.11,7.35,11.76,1178.35,3.28,5.31,21.48,0,0,697.61,1398.82,1605.3,27.47,412.7
2020/6/9 12:10,989.4,18.2,292.24,9.04,55.06,20.93,11.53,9.41,7.28,11.65,1177.79,3,5.53,37.06,0,0,638.35,1280.09,1424.28,27.91,412.4
2020/6/9 12:20,989.32,18.44,292.49,8.86,53.57,21.25,11.38,9.87,7.19,11.51,1176.79,4.26,6.24,40.93,0,0,619.13,1241.19,1410.38,28.29,412.6
2020/6/9 12:30,989.29,18.57,292.62,8.72,52.64,21.42,11.28,10.15,7.12,11.4,1176.28,3.51,6.05,36.48,0,0,750.58,1499.18,2069.68,28.58,411.5
2020/6/9 12:40,989.25,18.67,292.72,8.84,52.74,21.56,11.37,10.19,7.18,11.49,1175.79,3.59,6.49,22.64,0,0,444.91,891.38,1381.58,28.82,412
2020/6/9 12:50,989.16,18.67,292.73,8.74,52.38,21.56,11.29,10.27,7.13,11.42,1175.71,3.61,6.06,41.67,0,0,424.75,860.45,1026.6,29.01,412.7
2020/6/9 13:00,989.1,18.79,292.86,8.55,51.33,21.72,11.15,10.57,7.04,11.27,1175.22,3.56,6.72,53.05,0,0,486.34,988.6,1246.84,29.13,412.3
2020/6/9 13:10,989.08,18.81,292.88,8.24,50.19,21.75,10.92,10.83,6.89,11.04,1175.23,5.21,7.06,33.16,0,0,317.72,635.63,739.02,29.19,412.9
2020/6/9 13:20,989.07,18.73,292.8,7.88,49.23,21.64,10.65,10.99,6.73,10.77,1175.65,4.62,7.7,38.74,0,0,329.86,670.5,689.02,29.16,412.2
2020/6/9 13:30,989.01,18.88,292.95,7.59,47.81,21.84,10.44,11.4,6.59,10.56,1175.07,4.32,7.44,49.51,0,0,389.65,791.52,862.31,29.03,411.7
2020/6/9 13:40,988.91,19.07,293.15,7.64,47.41,22.1,10.48,11.62,6.62,10.6,1174.17,4.11,7.32,46.63,0,0,332.76,671.19,715.97,28.89,411.2
2020/6/9 13:50,988.87,19.12,293.21,7.41,46.5,22.17,10.31,11.86,6.51,10.43,1174,4.36,6.44,39.68,0,0,332.55,672.48,731.34,28.8,411.3
2020/6/9 14:00,988.79,19.23,293.32,7.36,46.05,22.33,10.28,12.05,6.49,10.4,1173.48,3.88,6.74,40.39,0,0,366.71,746.84,831.28,28.71,410.1
2020/6/9 14:10,988.76,19.31,293.41,6.99,44.65,22.44,10.02,12.42,6.33,10.13,1173.24,4.44,7.12,40.99,0,0,439.58,893.07,1027.57,28.66,409.7
2020/6/9 14:20,988.67,19.48,293.59,7.25,44.98,22.68,10.2,12.48,6.44,10.32,1172.37,4.78,7.61,32.57,0,0,482.8,976.53,1099.71,28.64,408.8
2020/6/9 14:30,988.58,19.43,293.54,6.63,43.25,22.61,9.78,12.83,6.17,9.89,1172.65,4.76,8.74,34.78,0,0,272.08,557.26,755.34,28.65,408.3
2020/6/9 14:40,988.54,19.45,293.57,6.45,42.66,22.63,9.66,12.98,6.1,9.77,1172.58,4.47,7.54,40.75,0,0,281.06,589.36,609.59,28.63,408.6
2020/6/9 14:50,988.48,19.48,293.6,6.27,42.06,22.68,9.54,13.14,6.02,9.65,1172.44,3.86,6.16,50.07,0,0,254.59,539.22,609.41,28.57,406.6
2020/6/9 15:00,988.39,19.45,293.58,6.45,42.64,22.63,9.65,12.98,6.1,9.76,1172.4,3.53,5.4,49.9,0,0,169.53,360.55,440.85,28.51,406.8
2020/6/9 15:10,988.34,19.3,293.43,7.78,47.17,22.42,10.58,11.85,6.68,10.7,1172.53,3.97,6.3,32.48,0,0,136.47,288.39,322.61,28.47,408
2020/6/9 15:20,988.41,18.89,293.02,8.46,50.68,21.86,11.08,10.78,7,11.21,1174.03,4.25,6.48,30.37,0,0,104.21,219.9,238.86,28.38,408.2
2020/6/9 15:30,988.46,18.67,292.79,8.68,52.18,21.56,11.25,10.31,7.11,11.38,1174.9,3.68,6.23,27.86,0,0,66.3,146.37,169.54,28.22,407.8
2020/6/9 15:40,988.7,18.28,292.38,8.78,53.81,21.04,11.32,9.72,7.15,11.45,1176.73,4.55,7.47,55.07,0,570,28.27,72.61,100.1,27.99,408.4
2020/6/9 15:50,988.96,16.49,290.56,10.31,66.81,18.79,12.55,6.24,7.93,12.69,1183.75,4.14,7.15,90.2,0,560,18.05,52.01,65.47,27.65,410.8
2020/6/9 16:00,988.97,15.68,289.75,10.87,73.05,17.84,13.03,4.81,8.24,13.18,1186.86,2.61,4.93,100.9,0,600,13.44,41.01,43.07,27.15,412.5
2020/6/9 16:10,989.01,15.24,289.3,11.55,78.62,17.34,13.64,3.71,8.62,13.79,1188.45,1.21,2.24,108.5,0,560,13.15,38.95,42.59,26.64,414.2
2020/6/9 16:20,989,15.16,289.22,11.16,76.97,17.26,13.28,3.97,8.4,13.43,1188.93,0.73,1.31,7.38,0.1,90,14.38,42.04,42.89,26.2,414.2
2020/6/9 16:30,988.95,15.1,289.17,11.3,78,17.19,13.41,3.78,8.48,13.56,1189.06,0.81,2.13,349.7,0.1,330,12.18,34.58,40.36,25.85,415.7
2020/6/9 16:40,988.92,15,289.07,11.28,78.38,17.08,13.39,3.69,8.46,13.54,1189.44,1.94,2.99,283.9,0,0,12.97,34.35,42.55,25.59,414.7
2020/6/9 16:50,988.96,14.49,288.55,11.77,83.7,16.53,13.83,2.69,8.75,13.99,1191.4,2.81,4,257.8,0.1,100,24.37,60.31,71.96,25.36,415.2
2020/6/9 17:00,989.07,14.77,288.83,10.53,75.69,16.83,12.74,4.09,8.05,12.88,1190.87,0.96,1.95,301.7,0.1,430,38.42,92.56,128.47,25.11,412.9
2020/6/9 17:10,989.03,15.08,289.14,10.61,74.62,17.17,12.81,4.36,8.1,12.95,1189.51,1.29,2.05,297.7,0.1,330,75,172.05,196.67,24.87,413
2020/6/9 17:20,988.99,14.75,288.81,10.9,77.7,16.81,13.06,3.75,8.25,13.2,1190.71,1.13,2.39,260.9,0.1,0,76.14,173.68,195.83,24.67,413
2020/6/9 17:30,988.99,14.92,288.98,10.27,73.67,16.99,12.52,4.47,7.91,12.66,1190.25,0.63,1.14,299.5,0,0,55.85,128.56,141.5,24.55,412.1
2020/6/9 17:40,988.97,14.81,288.87,11.62,81.2,16.87,13.7,3.17,8.66,13.85,1190.14,0.4,1.23,338.8,0.1,300,61.02,137.35,142.86,24.49,413
2020/6/9 17:50,988.91,14.29,288.36,11.12,81.2,16.31,13.25,3.07,8.37,13.39,1192.43,0.94,1.45,258.9,0.1,50,58.54,130.45,142.12,24.46,412.6
2020/6/9 18:00,988.88,14.11,288.18,11.38,83.6,16.12,13.48,2.64,8.52,13.63,1193.04,0.66,1.37,303.6,0,120,58.95,131.01,135.12,24.46,412.1
2020/6/9 18:10,988.95,14.2,288.26,11.84,85.7,16.22,13.9,2.32,8.79,14.05,1192.55,0.77,1.49,58.51,0,390,60.06,131.76,137.08,24.44,414.1
2020/6/9 18:20,989.02,14.23,288.29,12.38,88.6,16.25,14.4,1.85,9.1,14.56,1192.29,0.76,1.55,241.4,0,290,56.58,123.71,126.21,24.43,414
2020/6/9 18:30,989.03,14.29,288.35,11.9,85.5,16.31,13.95,2.37,8.82,14.1,1192.26,0.63,1.58,300.2,0,0,45.91,101.75,115.85,24.43,413.6
2020/6/9 18:40,989.02,14.36,288.42,12.76,90.1,16.39,14.76,1.62,9.34,14.93,1191.58,0.45,0.98,81.3,0,0,39.81,87.17,96.65,24.43,416.1
2020/6/9 18:50,989.07,14.36,288.42,12.19,86.8,16.39,14.22,2.16,8.99,14.38,1191.89,0.59,1.18,47.64,0,540,30.29,67.23,72.77,24.44,415.5
2020/6/9 19:00,989.1,14.19,288.24,12.66,90.5,16.21,14.67,1.54,9.28,14.83,1192.43,1.22,3.18,245.1,0.1,300,24.62,55.03,61.79,24.43,417.9
2020/6/9 19:10,989.15,13.79,287.84,12.53,92.1,15.79,14.54,1.25,9.2,14.7,1194.21,2.46,3.15,244.2,0,0,20.92,47.11,49.31,24.39,416.8
2020/6/9 19:20,989.13,13.8,287.85,12.07,89.3,15.8,14.11,1.69,8.92,14.27,1194.34,1.42,2.8,287.1,0,80,19.72,44.39,45.16,24.27,416
2020/6/9 19:30,989.17,13.95,288,12.24,89.4,15.96,14.27,1.69,9.02,14.42,1193.69,0.53,0.87,352.1,0,180,17,38.31,43.82,24.14,417
2020/6/9 19:40,989.26,13.99,288.03,12.68,91.8,16,14.69,1.31,9.29,14.85,1193.44,0.37,0.76,76.84,0,340,12.35,27.73,32,24.03,421.2
2020/6/9 19:50,989.25,13.76,287.8,12.35,91.2,15.76,14.37,1.39,9.09,14.53,1194.53,0.92,1.49,241,0.1,0,10.18,23.94,25.61,23.96,419
2020/6/9 20:00,989.3,13.49,287.52,12.32,92.6,15.49,14.34,1.15,9.07,14.5,1195.73,1.64,2.59,228.8,0,360,5.92,15.25,20.43,23.92,419.9
2020/6/9 20:10,989.26,13.4,287.44,12.6,94.9,15.4,14.61,0.79,9.24,14.77,1195.93,1.83,2.43,247,0,0,2.8,8.4,10.48,23.85,420.6
2020/6/9 20:20,989.28,13.4,287.43,12.24,92.7,15.4,14.27,1.12,9.02,14.43,1196.11,1.6,2.36,246.5,0,0,0.98,5.5,6.58,23.74,422
2020/6/9 20:30,989.25,13.32,287.36,12.26,93.3,15.32,14.29,1.03,9.03,14.44,1196.4,0.34,0.83,341.2,0.1,130,0,2.96,3.94,23.62,424.4
2020/6/9 20:40,989.3,13.39,287.42,12.12,92,15.39,14.15,1.23,8.95,14.31,1196.23,0.35,0.77,46.85,0,90,0,1.33,2.15,23.51,423.2
2020/6/9 20:50,989.43,13.46,287.48,12.34,92.9,15.46,14.36,1.1,9.08,14.51,1196.01,0.5,1.25,254.5,0,370,0,0,0,23.43,424.1
2020/6/9 21:00,989.52,13.34,287.35,12.17,92.6,15.34,14.2,1.13,8.97,14.35,1196.69,0.28,0.87,257.8,0,540,0,0,0,23.38,423.9
2020/6/9 21:10,989.66,13.33,287.33,12.3,93.5,15.33,14.33,1,9.06,14.48,1196.84,0.39,0.99,355.1,0.1,480,0,0,0,23.35,426
2020/6/9 21:20,989.75,13.36,287.36,12.74,96,15.36,14.74,0.61,9.32,14.89,1196.64,0.93,1.84,15.94,0.1,460,0,0,0,23.32,428.3
2020/6/9 21:30,989.75,13.36,287.36,12.43,94.1,15.36,14.45,0.91,9.13,14.6,1196.77,1.19,3.13,14.2,0,560,0,0,0,23.27,428.9
2020/6/9 21:40,989.84,13.33,287.32,12.14,92.5,15.33,14.18,1.15,8.96,14.32,1197.13,0.86,2.08,310.6,0.1,250,0,0,0,23.18,428.6
2020/6/9 21:50,989.86,13.26,287.25,12.06,92.4,15.26,14.1,1.16,8.91,14.24,1197.48,1.07,1.69,297.7,0,0,0,0,0,23.04,428.9
2020/6/9 22:00,989.68,13.2,287.2,11.82,91.3,15.2,13.87,1.32,8.77,14.02,1197.62,1.43,2.87,232.6,0,0,0,0,0,22.92,427
2020/6/9 22:10,989.46,13.39,287.41,11.48,88.2,15.39,13.57,1.82,8.57,13.71,1196.7,2.15,3.52,248.8,0,0,0,0,0,22.82,424
2020/6/9 22:20,989.47,13.43,287.45,12.06,91.4,15.43,14.1,1.33,8.91,14.25,1196.3,1.19,2.15,156.8,0,0,0,0,0,22.7,430.3
2020/6/9 22:30,989.53,13.29,287.3,12.28,93.6,15.29,14.31,0.98,9.04,14.46,1196.86,1.24,2.07,150.1,0,0,0,0,0,22.62,433.8
2020/6/9 22:40,989.48,13.18,287.2,12.45,95.3,15.18,14.46,0.71,9.14,14.62,1197.19,1.7,2.65,118.7,0,0,0,0,0,22.59,436.8
2020/6/9 22:50,989.52,13.12,287.13,12.16,93.9,15.12,14.19,0.92,8.97,14.34,1197.61,1.75,2.97,108.6,0,190,0,0,0,22.57,433.8
2020/6/9 23:00,989.5,13.08,287.1,12.07,93.6,15.08,14.11,0.96,8.92,14.26,1197.79,1.43,1.86,98.8,0,490,0,0,0,22.55,433.1
2020/6/9 23:10,989.48,13,287.02,11.9,93,15,13.95,1.05,8.82,14.1,1198.18,1.38,2.86,70.94,0,600,0,0,0,22.52,430
2020/6/9 23:20,989.48,13.03,287.05,11.71,91.7,15.03,13.78,1.25,8.71,13.93,1198.13,1.55,2.95,25.38,0,50,0,0,0,22.47,427.1
2020/6/9 23:30,989.46,12.95,286.97,11.85,93,14.95,13.9,1.05,8.79,14.05,1198.38,1.14,1.86,130.4,0,60,0,0,0,22.39,428
2020/6/9 23:40,989.44,12.93,286.95,12.02,94.2,14.93,14.06,0.87,8.89,14.21,1198.37,1.06,1.59,106.5,0.1,600,0,0,0,22.35,430.8
2020/6/9 23:50,989.48,12.97,286.99,11.88,93.1,14.97,13.94,1.03,8.81,14.08,1198.31,0.95,1.62,99.7,0,400,0,0,0,22.32,427.3
2020/6/10 0:00,989.46,13.21,287.23,11.73,90.7,15.21,13.79,1.41,8.72,13.94,1197.35,1.49,3,319.7,0.1,190,0,0,0,22.3,422.8
2020/6/10 0:10,989.42,13.1,287.12,11.88,92.3,15.1,13.93,1.16,8.81,14.08,1197.69,0.99,3.06,293.2,0.2,100,0,0,0,22.25,426.3
2020/6/10 0:20,989.39,13.08,287.1,11.89,92.5,15.08,13.95,1.13,8.81,14.1,1197.73,1.05,2.56,332.1,0.2,390,0,0,0,22.2,425.1
2020/6/10 0:30,989.46,12.96,286.98,12.13,94.7,14.96,14.17,0.79,8.95,14.32,1198.22,1.02,1.61,53.65,0.2,600,0,0,0,22.15,432
2020/6/10 0:40,989.39,12.82,286.84,12.29,96.6,14.82,14.32,0.5,9.05,14.47,1198.65,0.8,1.42,139.2,0.1,520,0,0,0,22.08,433.1
2020/6/10 0:50,989.27,12.89,286.92,11.93,93.9,14.89,13.98,0.91,8.84,14.13,1198.37,1.16,2.37,317.9,0,30,0,0,0,22.01,428.7
2020/6/10 1:00,989.17,12.9,286.94,11.98,94.1,14.9,14.02,0.88,8.86,14.17,1198.19,0.79,1.72,333.3,0,200,0,0,0,21.94,429.4
2020/6/10 1:10,989.11,12.87,286.92,11.93,94,14.87,13.98,0.89,8.84,14.13,1198.26,1.59,2.5,319.9,0.1,0,0,0,0,21.87,430.3
2020/6/10 1:20,989.08,12.94,286.99,11.82,92.9,14.94,13.88,1.06,8.77,14.03,1197.97,1.13,1.96,1.5,0,0,0,0,0,21.82,429.4
2020/6/10 1:30,989.01,12.97,287.03,11.8,92.6,14.97,13.86,1.11,8.76,14.01,1197.77,0.78,1.58,333.3,0,0,0,0,0,21.78,429.6
2020/6/10 1:40,988.9,12.97,287.03,11.83,92.8,14.97,13.89,1.08,8.78,14.05,1197.62,0.74,1.7,340.6,0,0,0,0,0,21.77,430.7
2020/6/10 1:50,988.81,12.91,286.98,11.82,93.1,14.91,13.88,1.03,8.78,14.04,1197.77,0.73,1.36,324.1,0,0,0,0,0,21.79,431.2
2020/6/10 2:00,988.69,12.92,287,11.7,92.3,14.92,13.77,1.15,8.71,13.93,1197.63,1.2,2.32,342.6,0,0,0,0,0,21.82,430.5
2020/6/10 2:10,988.6,12.93,287.02,11.73,92.4,14.93,13.79,1.13,8.73,13.95,1197.47,0.75,1.91,36.99,0,0,0,0,0,21.85,432.1
2020/6/10 2:20,988.58,12.81,286.9,11.79,93.5,14.81,13.85,0.96,8.76,14.01,1197.92,0.75,1.34,198.2,0,0,0,0,0,21.87,433.8
2020/6/10 2:30,988.56,12.64,286.73,11.83,94.8,14.65,13.89,0.76,8.78,14.05,1198.59,0.6,1.27,206.3,0,0,0,0,0,21.9,435.1
2020/6/10 2:40,988.5,12.63,286.73,11.69,94,14.64,13.76,0.88,8.7,13.92,1198.62,0.43,1.41,244.3,0,0,0,0,0,21.93,433.4
